accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	F_coverage	G_coverage	genome_coverage
KP336523	KP336523.1	HZ11-s146	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336524	KP336524.1	HZ12-s99	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336525	KP336525.1	HZ12-s47	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336526	KP336526.1	HZ12-s84	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336527	KP336527.1	HZ12-s250	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336528	KP336528.1	HZ12-s282	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336529	KP336529.1	HZ12-s295	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336530	KP336530.1	HZ13-s17	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336531	KP336531.1	HZ13-s45	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336532	KP336532.1	HZ12-s291	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336533	KP336533.1	HZ13-s27	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336534	KP336534.1	HZ13-s38	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336535	KP336535.1	HZ12-s310	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336536	KP336536.1	HZ13-s55	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336537	KP336537.1	HZ12-s150	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336538	KP336538.1	HZ12-s126	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336539	KP336539.1	HZ12-s278	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336540	KP336540.1	HZ12-s284	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336541	KP336541.1	HZ12-s303	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336542	KP336542.1	HZ13-s21	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336543	KP336543.1	HZ13-s25	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336544	KP336544.1	HZ13-s1	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336545	KP336545.1	HZ13-s50	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KP336546	KP336546.1	HZ11-s68	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.340	0.022
KM402706	KM402706.1	VH189312	2013-12-23	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
MK034835	MK034835.1	U3270	2013-12-23	Asia	Malaysia			Homo sapiens	2020-12-31		Ng et al		Ng,K.T., Oong,X.Y., Hanafi,N.S., Kamarulzaman,A., Sam,I.-C., Chan,Y.F., Tee,K.K.		0.000	0.337	0.021
KM402740	KM402740.1	VH336726	2013-12-25	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402707	KM402707.1	VH190839	2013-12-26	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402708	KM402708.1	VH191711	2013-12-27	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402741	KM402741.1	VH337406	2013-12-27	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839629	KU839629.1	KU839629	2013-12-27	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU839636	KU839636.1	KU839636	2013-12-27	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU950552	KU950552.1	KU950552	2013-12-27	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KM402709	KM402709.1	VH192646	2013-12-29	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402711	KM402711.1	VH193195	2013-12-30	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402712	KM402712.1	VH193825	2013-12-31	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KX497096	KX497096.1	HR1166-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497097	KX497097.1	HR644-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497098	KX497098.1	HR1655-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497099	KX497099.1	HR1687-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497100	KX497100.1	HR538-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497101	KX497101.1	HR783-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497102	KX497102.1	HR645-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497103	KX497103.1	HR599-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497104	KX497104.1	HR563-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497105	KX497105.1	HR1680-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497106	KX497106.1	HR592-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497108	KX497108.1	HR571-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497112	KX497112.1	HR1635-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.339	0.022
KX497115	KX497115.1	HR532-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497116	KX497116.1	HR831-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497118	KX497118.1	HR811-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497119	KX497119.1	HR1942-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497120	KX497120.1	HR1056-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497123	KX497123.1	HR1137-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497124	KX497124.1	HR703-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497126	KX497126.1	HR1890-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.339	0.022
KX497127	KX497127.1	HR698-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
KX497128	KX497128.1	HR579-14	2014-XX-XX	Europe	Croatia			Homo sapiens	2017-01-01		Slovic et al		Slovic,A., Forcic,D., Ivancic-Jelecki,J., Ljubin Sternak,S., Mlinaric-Galinovic,G.		0.000	0.340	0.022
LC474535	LC474535.1	LC474535	2014-XX-XX	Asia	Japan	Sendai		Homo sapiens	2019-07-23		Suwa et al		Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K., Shirato,K., Dapat,I., Nao,N., Omiya,S., Matsuyama,S.		1.000	1.000	0.999
MF978711	MF978711.1	RSVB-HB-98/HeB/2014	2014-XX-XX	Asia	China			Homo sapiens	2018-04-01		Chen et al		Chen,X., Xu,B., Guo,J., Li,C., An,S., Zhou,Y., Chen,A., Deng,L., Fu,Z., Zhu,Y., Liu,C., Xu,L., Wang,W., Shen,K., Xie,Z.		1.000	0.000	0.114
MN108245	MN108245.1	MN108245	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-08		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		0.947	1.000	0.983
MN108247	MN108247.1	MN108247	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-08		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		0.623	1.000	0.949
MN125664	MN125664.1	MN125664	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-05-23		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN125665	MN125665.1	MN125665	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-05-23		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN125679	MN125679.1	MN125679	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-05-23		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN125680	MN125680.1	MN125680	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-05-23		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	0.999	0.982
MN125681	MN125681.1	MN125681	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-05-23		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	0.997	0.981
MN125682	MN125682.1	MN125682	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-05-23		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167839	MN167839.1	MN167839	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.980
MN167841	MN167841.1	MN167841	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	0.999	0.982
MN167842	MN167842.1	MN167842	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167843	MN167843.1	MN167843	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.978
MN167845	MN167845.1	MN167845	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167846	MN167846.1	MN167846	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	0.994	0.981
MN167847	MN167847.1	MN167847	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167848	MN167848.1	MN167848	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167849	MN167849.1	MN167849	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167850	MN167850.1	MN167850	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
MN167851	MN167851.1	MN167851	2014-XX-XX	North America	USA	Seattle		Homo sapiens	2020-03-02		Chu et al		Chu,H., Scott,E., Roychoudhury,P.		1.000	1.000	0.982
KM402715	KM402715.1	VH200027	2014-01-01	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402672	KM402672.1	VH10902	2014-01-02	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839625	KU839625.1	KU839625	2014-01-02	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KM402673	KM402673.1	VH11406	2014-01-03	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402674	KM402674.1	VH12020	2014-01-04	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402675	KM402675.1	VH12128	2014-01-04	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
MK034818	MK034818.1	U3326	2014-01-06	Asia	Malaysia			Homo sapiens	2020-12-31		Ng et al		Ng,K.T., Oong,X.Y., Hanafi,N.S., Kamarulzaman,A., Sam,I.-C., Chan,Y.F., Tee,K.K.		0.000	0.322	0.020
KM402676	KM402676.1	VH13131	2014-01-07	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950568	KU950568.1	KU950568	2014-01-07	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402677	KM402677.1	VH13716	2014-01-08	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402678	KM402678.1	VH14047	2014-01-08	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950558	KU950558.1	KU950558	2014-01-08	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402717	KM402717.1	VH203404	2014-01-09	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950593	KU950593.1	KU950593	2014-01-09	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950676	KU950676.1	KU950676	2014-01-09	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KM402679	KM402679.1	VH15642	2014-01-10	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950533	KU950533.1	KU950533	2014-01-10	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402680	KM402680.1	VH16409	2014-01-12	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KP663730	KP663730.1	KP663730	2014-01-13	Asia	South Korea			Homo sapiens	2015-02-22		Yun et al		Yun,M.R., Kim,A.R., Lee,H.S., Kim,D.W., Lee,W.J., Kim,K., Kim,S.S., Kim,Y.J., Yun,M.-R., Lee,W.-J., Kim,A.-R., Kim,Y.-J., Kim,D.-W.		1.000	1.000	0.998
KU839633	KU839633.1	KU839633	2014-01-13	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
MK034826	MK034826.1	U3368	2014-01-13	Asia	Malaysia			Homo sapiens	2020-12-31		Ng et al		Ng,K.T., Oong,X.Y., Hanafi,N.S., Kamarulzaman,A., Sam,I.-C., Chan,Y.F., Tee,K.K.		0.000	0.290	0.018
KP663729	KP663729.1	KP663729	2014-01-14	Asia	South Korea			Homo sapiens	2015-02-22		Yun et al		Yun,M.R., Kim,A.R., Lee,H.S., Kim,D.W., Lee,W.J., Kim,K., Kim,S.S., Kim,Y.J., Yun,M.-R., Lee,W.-J., Kim,A.-R., Kim,Y.-J., Kim,D.-W.		1.000	1.000	0.998
KU950625	KU950625.1	KU950625	2014-01-14	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
